"Which of the following is true regarding the AWS availability zones and edge locations?
<ol type=""A"">
<li>Edge locations are located in separate Availability Zones worldwide to serve global customers</li>
<li>An availability zone exists within an edge location to distribute content globally with low latency</li>
<li>An Availability Zone is a geographic location where AWS provides multiple, physically separated and isolated edge locations</li>
<li>An AWS Availability Zone is an isolated location within an AWS Region, however edge locations are located in multiple cities worldwide</li>
</ol>"	"Answer
  Correct answer: D
"	practice-exam-6
"Which features are included in the AWS Business Support Plan? (Choose TWO)
<ol type=""A"">
<li>24x7 access to customer service</li>
<li>Access to Cloud Support Engineers via email only during business hours</li>
<li>Access to the Infrastructure Event Management (IEM) feature for additional fee</li>
<li>24x7 access to the TAM feature</li>
<li>Partial access to the core Trusted Advisor checks</li>
</ol>"	"Answer
  Correct answer: A, C
"	practice-exam-6
"A company is developing a mobile application and wants to allow users to use their Amazon, Apple, Facebook, or Google identities to authenticate to the application. Which AWS Service should the company use for this purpose?
<ol type=""A"">
<li>Amazon GuardDuty</li>
<li>Amazon Personalize</li>
<li>Amazon Cognito</li>
<li>AWS IAM</li>
</ol>"	"Answer
  Correct answer: C
"	practice-exam-6
"Which AWS Service allows customers to create a template that programmatically defines policies and configurations of all AWS resources as code and so that the same template can be reused among multiple projects?
<ol type=""A"">
<li>AWS CloudFormation</li>
<li>AWS Config</li>
<li>AWS CloudTrail</li>
<li>AWS Auto Scaling</li>
</ol>"	"Answer
  Correct answer: A
"	practice-exam-6
"Which of the following are advantages of using AWS as a cloud computing provider? (Choose TWO)
<ol type=""A"">
<li>Eliminates the need to monitor servers and applications</li>
<li>Manages all the compliance and auditing tasks</li>
<li>Provides custom hardware to meet any specification</li>
<li>Eliminates the need to guess on infrastructure capacity needs</li>
<li>Enables customers to trade their capital expenses for operational expenses</li>
</ol>"	"Answer
  Correct answer: D, E
"	practice-exam-6
"A customer is planning to migrate their Microsoft SQL Server databases to AWS. Which AWS Services can the customer use to run their Microsoft SQL Server database on AWS? (Choose TWO)
<ol type=""A"">
<li>AWS Fargate</li>
<li>Amazon Elastic Compute Cloud</li>
<li>Amazon RDS</li>
<li>AWS Database Migration service (DMS)</li>
<li>AWS Lambda</li>
</ol>"	"Answer
  Correct answer: B, C
"	practice-exam-6
"Which AWS Service can perform health checks on Amazon EC2 instances?
<ol type=""A"">
<li>AWS CloudFormation</li>
<li>Amazon Route 53</li>
<li>Amazon Chime</li>
<li>Amazon Aurora</li>
</ol>"	"Answer
  Correct answer: B
"	practice-exam-6
"A company is developing an application that will leverage facial recognition to automate photo tagging. Which AWS Service should the company use for facial recognition?
<ol type=""A"">
<li>Amazon Comprehend</li>
<li>AWS IAM</li>
<li>Amazon Polly</li>
<li>Amazon Rekognition</li>
</ol>"	"Answer
  Correct answer: D
"	practice-exam-6
"Which of the following are examples of AWS-managed databases? (Choose TWO)
<ol type=""A"">
<li>Amazon Neptune</li>
<li>Amazon CloudSearch</li>
<li>Microsoft SQL Server on Amazon EC2</li>
<li>MySQL on Amazon EC2</li>
<li>Amazon RDS for MySQL</li>
</ol>"	"Answer
  Correct answer: A, E
"	practice-exam-6
"A company’s AWS workflow requires that it periodically perform large-scale image and video processing jobs. The customer is seeking to minimize cost and has stated that the amount of time it takes to process these jobs is not critical, but that cost minimization is the most important factor in designing the solution. Which EC2 instance class is best suited for this processing?
<ol type=""A"">
<li>EC2 On-Demand Instances</li>
<li>EC2 Reserved Instances     - No Upfront</li>
<li>EC2 Spot Instances</li>
<li>EC2 Reserved Instances     - All Upfront</li>
</ol>"	"Answer
  Correct answer: C
"	practice-exam-6
"There is a requirement to grant a DevOps team full administrative access to all resources in an AWS account. Who can grant them these permissions?
<ol type=""A"">
<li>AWS account owner</li>
<li>AWS technical account manager</li>
<li>AWS security team</li>
<li>AWS cloud support engineers</li>
</ol>"	"Answer
  Correct answer: A
"	practice-exam-6
"You need to migrate a large number of on-premises workloads to AWS. Which AWS service is the most appropriate?
<ol type=""A"">
<li>AWS File Transfer Acceleration</li>
<li>AWS Server Migration Service</li>
<li>AWS Database Migration Service</li>
<li>AWS Application Discovery Service</li>
</ol>"	"Answer
  Correct answer: B
"	practice-exam-6
"What are some key benefits of using AWS CloudFormation? (Choose TWO)
<ol type=""A"">
<li>It helps AWS customers deploy their applications without worrying about the underlying infrastructure</li>
<li>It applies advanced IAM security features automatically</li>
<li>It automates the provisioning and updating of your infrastructure in a safe and controlled manner</li>
<li>It allows you to model your entire infrastructure in just a text file</li>
<li>It compiles and builds application code in a timely manner</li>
</ol>"	"Answer
  Correct answer: C, D
"	practice-exam-6
"Which of the following is a cloud computing deployment model that connects infrastructure and applications between cloud-based resources and existing resources not located in the cloud?
<ol type=""A"">
<li>On-premises</li>
<li>Mixed</li>
<li>Hybrid</li>
<li>Cloud</li>
</ol>"	"Answer
  Correct answer: C
"	practice-exam-6
"A company is hosting business critical workloads in an AWS Region. To protect against data loss and ensure business continuity, a mirror image of the current AWS environment should be created in another AWS Region. Company policy requires that the standby environment must be available in minutes in case of an outage in the primary AWS Region. Which AWS service can be used to meet these requirements?
<ol type=""A"">
<li>CloudEndure Disaster Recovery</li>
<li>CloudEndure Migration</li>
<li>AWS Backup</li>
<li>AWS Glue</li>
</ol>"	"Answer
  Correct answer: A
"	practice-exam-6
"Which of the following S3 storage classes is most appropriate to host static assets for a popular e-commerce website with stable access patterns?
<ol type=""A"">
<li>S3 Standard-IA</li>
<li>S3 Intelligent-Tiering</li>
<li>S3 Glacier Deep Archive</li>
<li>S3 Standard</li>
</ol>"	"Answer
  Correct answer: D
"	practice-exam-6
"You want to create a backup of your data in another geographical location. Where should you create this backup?
<ol type=""A"">
<li>In another Edge location</li>
<li>In another Region</li>
<li>In another VPC</li>
<li>In another Availability Zone</li>
</ol>"	"Answer
  Correct answer: B
"	practice-exam-6
"Which statement is true in relation to the security of Amazon EC2?
<ol type=""A"">
<li>You should use instance store volumes to store login data</li>
<li>You should regularly patch the operating system and applications on your EC2 instances</li>
<li>You should deploy critical components of your application in the Availability Zone that you trust</li>
<li>You can track all API calls using Amazon Athena</li>
</ol>"	"Answer
  Correct answer: B
"	practice-exam-6
"What does AWS Cost Explorer provide to help manage your AWS spend?
<ol type=""A"">
<li>Cost comparisons between AWS Cloud environments and on-premises environments</li>
<li>Accurate estimates of AWS service costs based on your expected usage</li>
<li>Consolidated billing</li>
<li>Highly accurate cost forecasts for up to 12 months ahead</li>
</ol>"	"Answer
  Correct answer: D
"	practice-exam-6
"Which of the following is a feature of Amazon RDS that performs automatic failover when the primary database fails to respond?
<ol type=""A"">
<li>RDS Single-AZ</li>
<li>RDS Write Replica</li>
<li>RDS Snapshots</li>
<li>RDS Multi-AZ</li>
</ol>"	"Answer
  Correct answer: D
"	practice-exam-6
"You are using several on-demand EC2 Instances to run your development environment. What is the best way to reduce your charges when these instances are not in use?
<ol type=""A"">
<li>Deleting all EBS volumes attached to the instances</li>
<li>You cannot minimize charges for on-demand instances</li>
<li>Terminating the instances</li>
<li>Stopping the instances</li>
</ol>"	"Answer
  Correct answer: D
"	practice-exam-6
