"What time-savings advantage is offered with the use of Amazon Rekognition?
<ol type=""A"">
<li>Amazon Rekognition provides automatic watermarking of images</li>
<li>Amazon Rekognition provides automatic detection of objects appearing in pictures</li>
<li>Amazon Rekognition provides the ability to resize millions of images automatically</li>
<li>Amazon Rekognition uses Amazon Mechanical Turk to allow humans to bid on object detection jobs</li>
</ol>"	Answer	practice-exam-17
"When comparing AWS with on-premises Total Cost of Ownership (TCO), what costs are included?
<ol type=""A"">
<li>Data center security</li>
<li>Business analysis</li>
<li>Project management</li>
<li>Operating system administration</li>
</ol>"	Answer	practice-exam-17
"According to the AWS shared responsibility model, what is AWS responsible for?
<ol type=""A"">
<li>Configuring Amazon VPC</li>
<li>Managing application code</li>
<li>Maintaining application traffic</li>
<li>Managing the network infrastructure</li>
</ol>"	Answer	practice-exam-17
"Which service should be used to estimate the costs of running a new project on AWS?
<ol type=""A"">
<li>AWS TCO Calculator</li>
<li>AWS Simple Monthly Calculator</li>
<li>AWS Cost Explorer API</li>
<li>AWS Budgets</li>
</ol>"	Answer	practice-exam-17
"Which AWS tool will identify security groups that grant unrestricted Internet access to a limited list of ports?
<ol type=""A"">
<li>AWS Organizations</li>
<li>AWS Trusted Advisor</li>
<li>AWS Usage Report</li>
<li>Amazon EC2 dashboard</li>
</ol>"	Answer	practice-exam-17
"Which AWS service can be used to generate alerts based on an estimated monthly bill?
<ol type=""A"">
<li>AWS Config</li>
<li>Amazon CloudWatch</li>
<li>AWS X-Ray</li>
<li>AWS CloudTrail</li>
</ol>"	Answer	practice-exam-17
"Which Amazon EC2 pricing model offers the MOST significant discount when compared to On-Demand Instances?
<ol type=""A"">
<li>Partial Upfront Reserved Instances for a 1-year term</li>
<li>All Upfront Reserved Instances for a 1-year term</li>
<li>All Upfront Reserved Instances for a 3-year term</li>
<li>No Upfront Reserved Instances for a 3-year term</li>
</ol>"	Answer	practice-exam-17
"Which of the following is the responsibility of AWS?
<ol type=""A"">
<li>Setting up AWS Identity and Access Management (IAM) users and groups</li>
<li>Physically destroying storage media at end of life</li>
<li>Patching guest operating systems</li>
<li>Configuring security settings on Amazon EC2 instances</li>
</ol>"	Answer	practice-exam-17
"Which of the following is an advantage of using AWS?
<ol type=""A"">
<li>AWS audits user data</li>
<li>Data is automatically secure</li>
<li>There is no guessing on capacity needs</li>
<li>AWS manages compliance needs</li>
</ol>"	Answer	practice-exam-17
"Which AWS service would a customer use with a static website to achieve lower latency and high transfer speeds?
<ol type=""A"">
<li>AWS Lambda</li>
<li>Amazon DynamoDB Accelerator</li>
<li>Amazon Route 53</li>
<li>Amazon CloudFront</li>
</ol>"	Answer	practice-exam-17
