"What is the main benefit of attaching security groups to an Amazon RDS instance?
<ol type=""A"">
<li>Manages user access and encryption keys</li>
<li>Controls what IP address ranges can connect to your database instance</li>
<li>Deploys SSL/TLS certificates for use with your database instance</li>
<li>Distributes incoming traffic across multiple targets</li>
</ol>"	"Answer
  Correct answer: B
"	practice-exam-8
"A company wants to use Amazon Elastic Container Service (Amazon ECS) to run its containerized applications. For compliance reasons, the company wants to retain complete visibility and control over the underlying server cluster. Which Amazon ECS launch type will satisfy these requirements?
<ol type=""A"">
<li>EC2 launch type</li>
<li>Fargate launch type</li>
<li>Lightsail launch type</li>
<li>Lambda launch type</li>
</ol>"	"Answer
  Correct answer: A
"	practice-exam-8
"You have multiple standalone AWS accounts and you want to decrease your AWS monthly charges. What should you do?
<ol type=""A"">
<li>Try to remove unnecessary AWS accounts</li>
<li>Add the accounts to an AWS Organization and use Consolidated Billing</li>
<li>Track the AWS charges that are incurred by the member accounts</li>
<li>Enable AWS tiered-pricing before provisioning resources</li>
</ol>"	"Answer
  Correct answer: B
"	practice-exam-8
"You have been tasked with auditing the security of your VPC. As part of this process, you need to start by analyzing what inbound and outbound traffic is allowed on your EC2 instances. What two parts of the VPC do you need to check to accomplish this task?
<ol type=""A"">
<li>Network ACLs and Traffic Manager</li>
<li>Network ACLs and Subnets</li>
<li>Security Groups and Internet Gateways</li>
<li>Security Groups and Network ACLs</li>
</ol>"	"Answer
  Correct answer: D
"	practice-exam-8
"What does the AWS ""Business"" support plan provide? (Choose TWO)
<ol type=""A"">
<li>Access to the full set of Trusted Advisor checks</li>
<li>Support Concierge Service</li>
<li>Less than 15 minutes response-time support if your business critical system goes down</li>
<li>AWS Support API</li>
<li>Proactive Technical Account Management</li>
</ol>"	"Answer
  Correct answer: A, D
"	practice-exam-8
"You have just finished writing your application code. Which service can be used to automate the deployment and scaling of your application?
<ol type=""A"">
<li>Amazon Simple Storage Service</li>
<li>AWS Elastic Beanstalk</li>
<li>AWS CodeCommit</li>
<li>Amazon Elastic File System</li>
</ol>"	"Answer
  Correct answer: B
"	practice-exam-8
"Which statement is true in relation to security in AWS?
<ol type=""A"">
<li>AWS manages everything related to EC2 operating systems</li>
<li>AWS customers are responsible for patching any database software running on Amazon EC2</li>
<li>Server side encryption is the responsibility of AWS</li>
<li>AWS is responsible for the security of your application</li>
</ol>"	"Answer
  Correct answer: B
"	practice-exam-8
"Amazon EC2 instances are conceptually very similar to traditional servers. However, using Amazon EC2 server instances in the same manner as traditional hardware server instances is only a starting point. What are the main benefits of using the AWS EC2 instances instead of traditional servers? (Choose TWO)
<ol type=""A"">
<li>Improves Fault-Tolerance</li>
<li>Provides your business with a seamless remote accessibility</li>
<li>Prevents unauthorized users from getting into your network</li>
<li>Provides automatic data backups</li>
<li>Can be scaled manually in a shorter period of time</li>
</ol>"	"Answer
  Correct answer: A, E
"	practice-exam-8
"Which statement is true regarding AWS pricing? (Choose TWO)
<ol type=""A"">
<li>With the AWS pay-as-you-go pricing model, you don't have to pay any upfront fee</li>
<li>You have no responsibility for third-party software license costs</li>
<li>You only pay for the individual services that you need with no long-term contracts</li>
<li>For some services, you have to pay a startup fee in order to get the service running</li>
<li>There are no reservations on AWS, you only pay for what you use</li>
</ol>"	"Answer
  Correct answer: A, C
"	practice-exam-8
"Which AWS service provides the EASIEST way to set up and manage a secure, well-architected, multi-account AWS environment?
<ol type=""A"">
<li>AWS Control Tower</li>
<li>Amazon Macie</li>
<li>AWS Systems Manager Patch Manager</li>
<li>AWS Security Hub</li>
</ol>"	"Answer
  Correct answer: A
"	practice-exam-8
