"A user needs to quickly deploy a non-relational database on AWS. The user does not want to manage the underlying hardware or the database software.  Which AWS service can be used to accomplish this?
<ol type=""A"">
<li>Amazon RDS</li>
<li>Amazon DynamoDB</li>
<li>Amazon Aurora</li>
<li>Amazon Redshift</li>
</ol>"	Answer	practice-exam-21
"A Cloud Practitioner is developing a disaster recovery plan and intends to replicate data between multiple geographic areas. Which of the following meets these requirements?
<ol type=""A"">
<li>AWS Accounts</li>
<li>AWS Regions</li>
<li>Availability Zones</li>
<li>Edge locations</li>
</ol>"	Answer	practice-exam-21
"Which features and benefits does the AWS Organizations service provide? (Choose two.)
<ol type=""A"">
<li>Establishing real-time communications between members of an internal team</li>
<li>Facilitating the use of NoSQL databases</li>
<li>Providing automated security checks</li>
<li>Implementing consolidated billing</li>
<li>Enforcing the governance of AWS accounts</li>
</ol>"	Answer	practice-exam-21
"Which AWS service is used to automate configuration management using Chef and Puppet?
<ol type=""A"">
<li>AWS Config</li>
<li>AWS OpsWorks</li>
<li>AWS CloudFormation</li>
<li>AWS Systems Manager</li>
</ol>"	Answer	practice-exam-21
"Which tool is best suited for combining the billing of AWS accounts that were previously independent from one another?
<ol type=""A"">
<li>Detailed billing report</li>
<li>Consolidated billing</li>
<li>AWS Cost and Usage report</li>
<li>Cost allocation report</li>
</ol>"	Answer	practice-exam-21
"The AWS Total Cost of Ownership (TCO) Calculator is used to:
<ol type=""A"">
<li>receive reports that break down AWS Cloud compute costs by duration, resource, or tags</li>
<li>estimate savings when comparing the AWS Cloud to an on-premises environment</li>
<li>estimate a monthly bill for the AWS Cloud resources that will be used</li>
<li>enable billing alerts to monitor actual AWS costs compared to estimated costs</li>
</ol>"	Answer	practice-exam-21
"Which AWS services can be used to provide network connectivity between an on-premises network and a VPC? (Choose two.)
<ol type=""A"">
<li>Amazon Route 53</li>
<li>AWS Direct Connect</li>
<li>AWS Data Pipeline</li>
<li>AWS VPN</li>
<li>Amazon Connect</li>
</ol>"	Answer	practice-exam-21
"Under the AWS shared responsibility model, which of the following are customer responsibilities? (Choose two.)
<ol type=""A"">
<li>Setting up server-side encryption on an Amazon S3 bucket</li>
<li>Amazon RDS instance patching</li>
<li>Network and firewall configurations</li>
<li>Physical security of data center facilities</li>
<li>Compute capacity availability</li>
</ol>"	Answer	practice-exam-21
"What is the MINIMUM AWS Support plan level that will provide users with access to the AWS Support API?
<ol type=""A"">
<li>Developer</li>
<li>Enterprise</li>
<li>Business</li>
<li>Basic</li>
</ol>"	Answer	practice-exam-21
"A company has deployed several relational databases on Amazon EC2 instances. Every month, the database software vendor releases new security patches that need to be applied to the databases.  What is the MOST efficient way to apply the security patches?
<ol type=""A"">
<li>Connect to each database instance on a monthly basis, and download and apply the necessary security patches from the vendor</li>
<li>Enable automatic patching for the instances using the Amazon RDS console</li>
<li>In AWS Config, configure a rule for the instances and the required patch level</li>
<li>Use AWS Systems Manager to automate database patching according to a schedule</li>
</ol>"	Answer	practice-exam-21
"A company wants to use Amazon Elastic Compute Cloud (Amazon EC2) to deploy a global commercial application. The deployment solution should be built with the highest redundancy and fault tolerance.  Based on this situation, the Amazon EC2 instances should be deployed:
<ol type=""A"">
<li>in a single Availability Zone in one AWS Region</li>
<li>with multiple Elastic Network Interfaces belonging to different subnets</li>
<li>across multiple Availability Zones in one AWS Region</li>
<li>across multiple Availability Zones in two AWS Regions</li>
</ol>"	Answer	practice-exam-21
