"Which of the following components of the AWS Global Infrastructure consists of one or more discrete data centers interconnected through low latency links?
<ol type=""A"">
<li>Availability Zone</li>
<li>Edge location</li>
<li>Region</li>
<li>Private networking</li>
</ol>"	"Answer
  Correct answer: A
"	practice-exam-12
"One benefit of On-Demand Amazon Elastic Compute Cloud (Amazon EC2) pricing is:
<ol type=""A"">
<li>The ability to bid for a lower hourly cost</li>
<li>Paying a daily rate regardless of time used</li>
<li>Paying only for time used</li>
<li>Pre-paying for instances and paying a lower hourly rate</li>
</ol>"	"Answer
  Correct answer: C
"	practice-exam-12
"What can assist in evaluating an application for migration to the cloud? (Select TWO)
<ol type=""A"">
<li>AWS Trusted Advisor</li>
<li>AWS Professional Services</li>
<li>AWS Systems Manager</li>
<li>AWS Partner Network (APN)</li>
<li>AWS Secrets Manager</li>
</ol>"	"Answer
  Correct answer: B, D
"	practice-exam-12
"A characteristic of edge locations is that they:
<ol type=""A"">
<li>Host Amazon EC2 instances closer to users</li>
<li>Help lower latency and improve performance for users</li>
<li>Cache frequently changing data without reaching the origin server</li>
<li>Refresh data changes daily</li>
</ol>"	"Answer
  Correct answer: B
"	practice-exam-12
"Which of the following are valid ways for a customer to interact with AWS services? (Select TWO)
<ol type=""A"">
<li>Command line interface</li>
<li>On-premises</li>
<li>Software Development Kits</li>
<li>Software-as-a-service</li>
<li>Hybrid</li>
</ol>"	"Answer
  Correct answer: A, C
"	practice-exam-12
"What is a value proposition of the AWS Cloud?
<ol type=""A"">
<li>AWS is responsible for security in the AWS Cloud</li>
<li>No long-term contract is required</li>
<li>Provision new servers in days</li>
<li>AWS manages user applications in the AWS Cloud</li>
</ol>"	"Answer
  Correct answer: B
"	practice-exam-12
"A company is migrating an application that is running non-interruptible workloads for a three-year time frame. Which pricing construct would provide the MOST cost-effective solution?
<ol type=""A"">
<li>Amazon EC2 Spot Instances</li>
<li>Amazon EC2 Dedicated Instances</li>
<li>Amazon EC2 On-Demand Instances</li>
<li>Amazon EC2 Reserved Instances</li>
</ol>"	"Answer
  Correct answer: D
"	practice-exam-12
"Which AWS service is used to track record, and audit configuration changes made to AWS resources?
<ol type=""A"">
<li>AWS Shield</li>
<li>AWS Config</li>
<li>AWS IAM</li>
<li>Amazon Inspector</li>
</ol>"	"Answer
  Correct answer: B
"	practice-exam-12
"Which feature of the AWS Cloud will support an international company’s requirement for low latency to all of its customers?
<ol type=""A"">
<li>Fault tolerance</li>
<li>Global reach</li>
<li>Pay-as-you-go pricing</li>
<li>High availability</li>
</ol>"	"Answer
  Correct answer: B
"	practice-exam-12
"How can one AWS account use Reserved Instances from another AWS account?
<ol type=""A"">
<li>By using Amazon EC2 Dedicated Instances</li>
<li>By using AWS Organizations consolidated billing</li>
<li>By using the AWS Cost Explorer tool</li>
<li>By using AWS Budgets</li>
</ol>"	"Answer
  Correct answer: B
"	practice-exam-12
